Country,Media,Time,Title,Links,Attitude,Key_words,Distance
Equatorial Guinea,,2020 年 6 月 20 日,中国使馆向教育部捐赠物资,https://www.guineaecuatorialpress.com/noticias/donacion_de_material_de_la_embajada_de_china_al_ministerio_de_educacion,donate,,
Equatorial Guinea,,2020 年 6 月 10 日,告别中国抗疫医疗专家组,https://www.guineaecuatorialpress.com/noticias/despedida_al_equipo_de_expertos_medicos_anti-epidemia_de_china,positive,衷心感谢,
Equatorial Guinea,,2020 年 6 月 10 日,中国捐赠的新一批卫生物资运抵马拉博,https://www.guineaecuatorialpress.com/noticias/llega_a_malabo_un_nuevo_lote_de_material_sanitario_donado_por_china,donate,,
Equatorial Guinea,,2020 年 4 月 16 日,中华人民共和国驻我国大使齐梅对我国政府向我国捐赠的临床物资运抵表示满意。,https://www.guineaecuatorialpress.com/noticias/declaraciones_de_la_embajadora_de_la_republica_popular_china_,middle,,
Equatorial Guinea,,2020 年 3 月 31 日,赤道几内亚政府于 3 月 30 日星期一感谢中国以及马云和阿里巴巴基金会捐赠医疗用品，以加强抗击冠状病毒流行病的斗争。,https://www.guineaecuatorialpress.com/noticias/malabo_agradece_a_pekin_la_donacion_de_material_sanitario,positive,感谢,
Equatorial Guinea,AhoraEG - 赤道几内亚的主要在线新闻门户,2022 年 11 月 11 日,中国缩短了 covid-19 隔离期，放宽了飞行限制,https://ahoraeg.com/internacional/2022/11/11/china-acorta-la-cuarentena-por-covid-19-y-alivia-las-restricciones-para-los-vuelos/,middle,,
Equatorial Guinea,,2022 年 3 月 11 日,由于 covid-19 爆发，中国限制了一个拥有 900 万居民的城市,https://ahoraeg.com/internacional/2022/03/11/china-confina-una-ciudad-de-9-millones-de-habitantes-por-un-brote-de-covid-19/,middle,,
Equatorial Guinea,,2022 年 1 月 20 日,中国打算向赤道几内亚捐赠更多剂量的 COVID-19 疫苗,https://ahoraeg.com/politica/2022/01/20/52931/,donate,,
Equatorial Guinea,,2021 年 8 月 3 日,由于 Covid-19 Delta 变体的发展，中国再次限制了数百万人,https://ahoraeg.com/ciencia-y-salud/salud/2021/08/03/china-vuelve-a-confinar-a-millones-de-personas-por-el-avance-de-la-variante-delta-del-covid-19/,middle,,
Equatorial Guinea,,2021 年 7 月 22 日,中国呼吁在各个国家和地区追踪 COVID-19 的起源,https://ahoraeg.com/ciencia-y-salud/2021/07/22/china-pide-rastrear-el-origen-de-covid-19-en-varios-paises-y-regiones/,middle,,
Equatorial Guinea,,2021 年 7 月 16 日,Covid-19：世卫组织敦促中国合作调查冠状病毒的起源,https://ahoraeg.com/internacional/africa/2021/07/16/covid-19-la-oms-insta-a-china-a-que-coopere-en-la-investigacion-sobre-el-origen-del-coronavirus/,middle,,
Equatorial Guinea,,2021 年 5 月 9 日,Covid-19：赤道几内亚使用的中国国药疫苗成为世界卫生组织授权的第六种疫苗,https://ahoraeg.com/ciencia-y-salud/2021/05/09/covid-19-la-vacuna-china-de-sinopharm-que-utiliza-guinea-ecuatorial-se-convierte-en-la-sexta-autorizada-por-la-oms/,middle,,
Equatorial Guinea,,2021 年 3 月 22 日,中国和古巴开发了一种针对 COVID-19 新变种的复杂疫苗,https://ahoraeg.com/internacional/2021/03/22/china-y-cuba-desarrollan-una-compleja-vacuna-contra-nuevas-variantes-de-covid-19/,middle,,
Equatorial Guinea,,2021 年 2 月 27 日,Covid-19：中国批准了两种新疫苗，其中一种单剂有效率达 95%,https://ahoraeg.com/ciencia-y-salud/salud/2021/02/27/covid-19-china-aprueba-dos-nuevas-vacunas-una-de-ellas-con-una-efectividad-del-95-por-ciento-en-una-sola-dosis/,middle,,
Equatorial Guinea,,2021 年 1 月 14 日,Covid-19：中国医疗队的一个小组将抵达马拉博,https://ahoraeg.com/politica/2021/01/14/covid-19-un-equipo-de-la-brigada-medica-china-llegara-a-malabo/,positive,两国在与这个看不见的敌人的斗争中相互支持并保持密切协调与合作。,
Equatorial Guinea,,2020 年 12 月 18 日,共和国副总统再次与中国和委内瑞拉会谈，以建立对抗 Covid-19 的共同战线,https://ahoraeg.com/politica/2020/12/18/el-vicepresidente-de-la-republica-vuelve-a-conversar-con-china-y-venezuela-para-entablar-un-frente-comun-contra-el-covid-19/,positive,赤道几内亚副总统对赤道几内亚与其友好国家的关系继续加强持乐观态度，就像他们今年在抗击冠状病毒方面所做的那样。,
Equatorial Guinea,,2020 年 9 月 8 日,中国和赤道几内亚：50 年的友谊与合作，共同抗击 Covid-19,https://ahoraeg.com/politica/2020/09/08/china-y-guinea-ecuatorial-50-anos-amistad-y-cooperacion-esfuerzos-conjuntos-en-la-lucha-contra-la-covid-19/,middle,,
Equatorial Guinea,,2020 年 8 月 18 日,COVID-19：中国获得疫苗专利并宣布可以立即开始生产,https://ahoraeg.com/ciencia-y-salud/salud/2020/08/18/covid-19-china-patenta-una-vacuna-y-anuncia-que-puede-comenzar-la-produccion-de-forma-inminente/,middle,,
Equatorial Guinea,,2020 年 8 月 6 日,赤道几内亚与中国携手抗击Covid-19,https://ahoraeg.com/politica/2020/08/06/guinea-ecuatorial-y-china-caminan-de-la-mano-en-la-lucha-contra-el-covid-19/,positive,此举体现了两国抗击这一大流行病的共同愿望,
Equatorial Guinea,,2020 年 6 月 24 日,通用电气希望加入中国发起的针对 Covid-19 疫苗的研究,https://ahoraeg.com/politica/2020/06/24/g-e-desea-adherirse-al-estudio-de-una-vacuna-contra-el-covid-19-iniciado-por-china/,middle,,
Equatorial Guinea,,2020 年 5 月 18 日,中国提供 20 亿美元用于全球抗击 COVID-19,https://ahoraeg.com/ciencia-y-salud/salud/2020/05/18/china-ofrece-2-000-millones-de-dolares-para-la-lucha-mundial-contra-la-covid-19/,middle,,
Equatorial Guinea,,2020 年 4 月 19 日,COVID-19：特朗普暗示中国可能对该病毒“负责”,https://ahoraeg.com/politica/2020/04/19/covid-19-trump-sugiere-que-china-podria-ser-responsable-del-virus/,middle,,
Equatorial Guinea,,2020 年 3 月 25 日,COVID-19：中国私营企业向赤道几内亚捐款,https://ahoraeg.com/politica/2020/03/25/covid-19-empresas-chinas-del-sector-privado-realizan-donaciones-a-guinea-ecuatorial/,donate,,
Equatorial Guinea,,2020 年 3 月 25 日,齐美：中国将帮助赤道几内亚抗击 COVID-19,https://ahoraeg.com/politica/2020/03/24/qi-mei-china-ayudara-a-guinea-ecuatorial-en-la-lucha-contra-el-covid-19/,middle,,
Equatorial Guinea,,2020 年 3 月 22 日,COVID-19：中国开始梦想恢复正常,https://ahoraeg.com/ciencia-y-salud/salud/2020/03/21/covid-19-china-empieza-a-sonar-con-la-normalidad/,middle,,
Equatorial Guinea,,2020 年 3 月 18 日,COVID-19：中国称已“成功”研制出冠状病毒疫苗,https://ahoraeg.com/ciencia-y-salud/salud/2020/03/18/covid-19-china-dice-haber-desarrollado-con-exito-una-vacuna-contra-el-coronavirus/,middle,,
Equatorial Guinea,,2023 年 1 月 9 日,在实施零 covid 政策隔离近三年后，中国重新开放了边界,https://ahoraeg.com/internacional/asia/2023/01/09/china-vuelve-a-abrir-sus-fronteras-tras-casi-tres-anos-de-aislamiento-con-la-politica-de-covid-cero/,middle,,
Equatorial Guinea,,2023 年 1 月 4 日,加纳自 1 月 6 日起对来自中国的旅客实施限制,https://ahoraeg.com/internacional/2023/01/04/ghana-impone-desde-el-6-de-enero-restricciones-para-los-viajeros-procedentes-de-china/,middle,,
Equatorial Guinea,,2022 年 12 月 27 日,中国1月8日起取消境外人员隔离,https://ahoraeg.com/internacional/asia/2022/12/27/a-partir-del-8-de-enero-china-eliminara-las-cuarentenas-para-los-viajeros-provenientes-del-extranjero/,middle,,
Equatorial Guinea,,2022 年 2 月 3 日,Covid-19：健康从今年 2 月 4 日开始接种第三剂国药疫苗,https://ahoraeg.com/ciencia-y-salud/2022/02/03/covid-19-sanidad-inicia-este-4-de-febrero-la-administracion-de-la-tercera-dosis-de-la-vacuna-sinopharm/,middle,,
Equatorial Guinea,,2022 年 1 月 5 日,中国有信心在 Omicron 激增的情况下安全举办冬奥会,https://ahoraeg.com/internacional/2022/01/05/china-confia-realizar-unos-juegos-olimpicos-de-invierno-seguros-en-medio-de-aumento-de-omicron/,middle,,
Equatorial Guinea,,2021 年 7 月 30 日,美国在世卫组织面前坚持需要对 COVID-19 的起源进行第二次“透明”调查,https://ahoraeg.com/internacional/estados-unidos/2021/07/30/eeuu-insiste-ante-la-oms-sobre-la-necesidad-de-una-segunda-investigacion-transparente-sobre-el-origen-de-la-covid-19/,middle,,
Equatorial Guinea,,2021 年 6 月 21 日,"Covid-19：500,000 剂疫苗抵达马拉博。健康将恢复第一剂的给药",https://ahoraeg.com/ciencia-y-salud/salud/2021/06/21/covid-19-llegan-a-malabo-500-mil-dosis-de-vacuna-sanidad-reanudara-la-administracion-de-la-primera-dosis/,middle,,
Equatorial Guinea,,2021 年 6 月 17 日,赤道几内亚从中国国药集团采购新疫苗,https://ahoraeg.com/ciencia-y-salud/salud/2021/06/17/guinea-ecuatorial-realiza-una-nueva-compra-de-vacunas-a-la-empresa-china-sinopharm/,positive,中国疫苗的安全性和有效性得到国际社会的认可,
Equatorial Guinea,,2021 年 5 月 12 日,埃及将从6月起成为第一个生产中国科兴疫苗的非洲国家,https://ahoraeg.com/internacional/africa/2021/05/12/egipto-sera-el-primer-pais-africano-en-producir-a-partir-de-junio-la-vacuna-china-sinovac/,middle,,
Equatorial Guinea,,2021 年 4 月 21 日,接种中国疫苗安全吗？：专访中国驻赤道几内亚大使,https://ahoraeg.com/politica/2021/04/21/es-seguro-vacunarse-de-la-vacuna-china-entrevista-con-la-embajadora-de-china-en-guinea-ecuatorial/,positive,非常感谢,
Equatorial Guinea,,2021 年 2 月 18 日,中方祝贺赤道几内亚成为第一个接受其疫苗的非洲国家,https://ahoraeg.com/ciencia-y-salud/2021/02/18/china-felicita-a-guinea-ecuatorial-por-ser-el-primer-pais-africano-en-aceptar-su-vacuna/,positive,卫生部门证实，自愿接种疫苗的赤道几内亚人每天都在增加。这表明赤道几内亚民众对中国疫苗的接受程度。,
Equatorial Guinea,,2021 年 2 月 10 日,COVID-19：HABEMUS 疫苗,https://ahoraeg.com/ciencia-y-salud/salud/2021/02/10/la-vacuna-de-sinopharm-contra-el-coronavirus-llega-a-guinea-ecuatorial/,donate,,
Equatorial Guinea,,2021 年 2 月 10 日,今年2月10日，中国政府向赤道几内亚政府捐赠的一批COVID-19疫苗运抵马拉博,https://ahoraeg.com/politica/2021/02/10/este-10-de-febrero-llega-a-malabo-un-lote-de-vacunas-contra-el-covid-19-donado-por-el-gobierno-chino-al-gobierno-ecuatoguineano/,donate,,
Equatorial Guinea,,2021 年 2 月 2 日,中方拟于近期向赤道几内亚捐赠新冠病毒疫苗,https://ahoraeg.com/ciencia-y-salud/salud/2021/02/02/china-tiene-la-intencion-de-donar-a-guinea-ecuatorial-la-vacuna-contra-el-coronavirus-en-fechas-proximas/,positive,感谢,
Equatorial Guinea,,2020 年 11 月 4 日,美国和中国与赤道几内亚共同努力打击几内亚湾的海盗行为和冠状病毒,https://ahoraeg.com/politica/2020/11/04/estados-unidos-y-china-unen-esfuerzos-con-guinea-ecuatorial-en-su-lucha-contra-la-pirateria-maritima-en-el-golfo-de-guinea-y-el-coronavirus/,middle,,
Equatorial Guinea,,2020 年 8 月 31 日,9月7日起，中国将要求来自赤道几内亚的公民进行PCR阴性检测,https://ahoraeg.com/turismo/2020/08/31/china-abrira-las-fronteras-a-ciudadanos-que-viajen-desde-guinea-ecuatorial-a-partir-del-7-de-septiembre/,middle,,
Equatorial Guinea,,2020 年 8 月 15 日,GE中国商会向健康提供covid-19预防项目,https://ahoraeg.com/ciencia-y-salud/salud/2020/08/15/la-camara-de-comercio-chino-en-ge-entrega-articulos-de-prevencion-de-covid-19-a-sanidad/,donate,,
Equatorial Guinea,,2020 年 5 月 13 日,COVID-19：寻找零号冠状病毒患者的战斗,https://ahoraeg.com/ciencia-y-salud/salud/2020/05/13/covid-19-la-batalla-por-encontrar-al-paciente-cero-del-coronavirus/,middle,,
Equatorial Guinea,,2020 年 4 月 15 日,中国支持赤道几内亚抗击新冠肺炎疫情,https://ahoraeg.com/ciencia-y-salud/salud/2020/04/15/china-apoya-a-guinea-ecuatorial-en-la-lucha-contra-el-coronavirus/,donate,,
Equatorial Guinea,,2020 年 2 月 22 日,前两名欧洲人死于冠状病毒后，中国境外引起了极大关注,https://ahoraeg.com/ciencia-y-salud/salud/2020/02/22/gran-inquietud-fuera-de-china-tras-la-muerte-de-los-dos-primeros-europeos-por-coronavirus/,middle,,
Equatorial Guinea,,2021 年 12 月 15 日,一项中国研究表明，Sinovac 和辉瑞疫苗对 omicron 无效,https://ahoraeg.com/ciencia-y-salud/salud/2021/12/15/las-vacunas-sinovac-y-pfizer-no-son-efectivas-contra-omicron-segun-un-estudio-chino/,middle,,
Equatorial Guinea,,2021 年 11 月 29 日,习近平誓言向非洲提供10亿剂冠状病毒疫苗,https://ahoraeg.com/ciencia-y-salud/salud/2021/11/29/49993/,middle,,
Equatorial Guinea,,2021 年 4 月 20 日,赤道几内亚收到中国政府第二次捐赠20万剂疫苗,https://ahoraeg.com/ciencia-y-salud/2021/04/20/guinea-ecuatorial-recibe-200-000-dosis-de-vacunas-como-segunda-donacion-del-gobierno-chino/,donate,,
Equatorial Guinea,,2021 年 4 月 14 日,北京部署流动疫苗接种车加快疫苗接种步伐,https://ahoraeg.com/internacional/asia/2021/04/14/beijing-despliega-vehiculos-moviles-de-vacunacion-para-acelerar-el-ritmo-de-vacunacion/,middle,,
Equatorial Guinea,,2021 年 1 月 26 日,武汉努力翻开封城一年后的新篇章,https://ahoraeg.com/ciencia-y-salud/salud/2021/01/23/wuhan-se-esfuerza-por-pasar-pagina-un-ano-despues-del-confinamiento/,middle,,
Equatorial Guinea,,2020 年 5 月 26 日,中国抗疫专家组抵达赤道几内亚。,https://ahoraeg.com/ciencia-y-salud/salud/2020/05/26/un-equipo-de-expertos-anti-epidemia-chinos-llega-a-guinea-ecuatorial/,donate,,
Equatorial Guinea,,2020 年 5 月 18 日,回到武汉，一切开始的地方,https://ahoraeg.com/sociedad/2020/05/17/regreso-a-wuhan-donde-todo-empezo/,middle,,
Equatorial Guinea,,,,,,,
Equatorial Guinea,,,,,,,
Gabon,Gabon新闻社（Agence Gabonaise de Presse）,2020 年 5 月 18 日,抗击Covid-19：Gabon民主党和中国共产党视频会议交流经验,https://agpgabon.ga/lutte-contre-le-covid-19-le-pdg-et-le-pcc-en-visioconference-pour-echange-dexperiences/,positive,牢固的友谊纽带,10292 km
Gabon,,2021 年 3 月 6 日,Covid-19：国际刑警组织在南非和中国查获假疫苗,https://agpgabon.ga/covid-19-interpol-saisit-de-faux-vaccins-en-afrique-du-sud-et-en-chine/,middle,,
Gabon,,2020 年 6 月 18 日,抗击 Covid-19：Ali Bongo Ondimba 在中非峰会上介绍 ECCAS 区域计划,https://agpgabon.ga/lutte-contre-la-covid-19-ali-bongo-ondimba-presente-le-plan-regional-de-la-ceeac-au-sommet-afrique-chine/,positive,再次感谢中国当局,
Gabon,,2021 年 8 月 9 日,Covid-19：Nasser Bourita 争取普遍获得疫苗,https://agpgabon.ga/covid-19-nasser-bourita-pour-un-acces-universels-aux-vaccins/,positive,中国一直以高度的团结和效率与摩洛哥站在一起,
Gabon,,2021 年 7 月 6 日,摩洛哥：启动生产和注射抗 Covid-19 疫苗和其他疫苗的项目,https://agpgabon.ga/maroc-lancement-du-projet-de-fabrication-et-de-mise-en-seringue-du-vaccin-anti-covid-19-et-autres-vaccins/,middle,,
Gabon,,2021 年 6 月 1 日,中共与首席执行官团结一致抗击 Covid-19,https://agpgabon.ga/le-pcc-solidaire-au-pdg-dans-la-lutte-contre-la-covid-19/,positive,向大使和中国共产党的支持和多方面的陪伴表示“热烈的感谢”,
Gabon,,2021 年 3 月 14 日,"Covid-19：Gabon收到首批 100,000 剂疫苗",https://agpgabon.ga/covid-19-le-gabon-receptionne-ses-100-000-premieres-doses-de-vaccins/,donate,,
Gabon,Gabon评论（Gabonreview）,2021 年 12 月 2 日,Covid-19：中国承诺在Gabon提供新剂量的疫苗,https://www.gabonreview.com/covid-19-la-chine-promet-de-nouvelles-doses-de-vaccin-au-gabon/,donate,,
Gabon,,2021 年 5 月 10 日,Covid-19：Gabon士兵最终将接种疫苗,https://www.gabonreview.com/covid-19-les-soldats-gabonais-vont-enfin-se-faire-vacciner/,donate,,
Gabon,,2021 年 4 月 21 日,合作：中国承诺向Gabon捐赠新的抗新冠疫苗,https://www.gabonreview.com/cooperation-la-chine-promet-un-nouveau-don-de-vaccin-anti-covid-au-gabon/,donate,,
Gabon,,2021 年 4 月 5 日,Covid-19：在Gabon，女性接种疫苗的积极性较低,https://www.gabonreview.com/covid-19-au-gabon-les-femmes-sont-moins-motivees-a-se-faire-vacciner/,positive,回应有关中国疫苗对身体有害影响的谣言,
Gabon,,2021 年 4 月 2 日,Covid-19：Barro Chambrier 在Gabon的疫苗接种运动中说“是的，但是”,https://www.gabonreview.com/covid-19-le-oui-mais-de-barro-chambrier-sur-la-campagne-de-vaccination-au-gabon/,middle,,
Gabon,,2021 年 3 月 29 日,[论坛报] Gabon的 Covid-19：国家疫苗接种计划还是豚鼠博览会？,https://www.gabonreview.com/tribune-covid-19-au-gabon-le-plan-national-de-vaccination-ou-la-foire-aux-cobayes/,negative,Gabon与巴西等许多国家一样，是国药疫苗三期临床研究验证所必需的“豚鼠”人体样本的供应商之一。,
Gabon,,/2021 年 3 月 24 日,新冠肺炎 | 疫苗接种运动：出于对人的尊严的尊重,https://www.gabonreview.com/covid-19-campagne-de-vaccination-par-respect-pour-la-dignite-humaine/,middle,,
Gabon,,2021 年 3 月 23 日,Pr Meye 医生首先在Gabon接种了针对 Covid-19 的疫苗,https://www.gabonreview.com/pr-meye-le-premier-vaccine-au-gabon-contre-le-covid-19/,positive,他受益于中国最近捐赠的 10 万剂国药疫苗中的一剂。,
Gabon,,2021 年 3 月 22 日,Gabon：Ali Bongo 宣布他本人将接种 Covid-19 疫苗,https://www.gabonreview.com/gabon-ali-bongo-annonce-quil-se-fera-lui-meme-vacciner-contre-le-covid-19/,positive,向他们的同胞保证疫苗的安全性,
Gabon,,2021 年 3 月 14 日,Gabon Ι Covid-19：“我们的疫苗接种计划已准备就绪”，Ali Bongo 说,https://www.gabonreview.com/gabon-%ce%b9-covid-19-notre-plan-de-vaccination-est-pret-affirme-ali-bongo/,positive,国家元首表示，有了这些由国药集团实验室生产并由中国慷慨提供的疫苗,
Gabon,,2021 年 3 月 4 日,Gabon | Covid-19：为什么人群对疫苗不敏感？,https://www.gabonreview.com/gabon-covid-19-pourquoi-les-populations-sont-elles-refractaires-au-vaccin/,negative,事实上，Covid-19 似乎是几个非洲国家的摇钱树，Gabon也不例外。如果该国获得了免费疫苗，尤其是来自中国的疫苗，,
Gabon,,2021 年 2 月 23 日,"Covid-19：为Gabon提供 100,000 剂中国疫苗",https://www.gabonreview.com/covid-19-100-000-doses-du-vaccin-chinois-pour-le-gabon/,donate,,
Gabon,,2020 年 8 月 4 日,调查Covid-19的起源：世卫组织筹备任务结束,https://www.gabonreview.com/enquete-sur-lorigine-du-covid-19-fin-de-la-mission-preparatoire-de-loms/,middle,,
Gabon,,2020 年 6 月 24 日,Covid-19：面对大流行，中共对Gabon民主党的支持,https://www.gabonreview.com/covid-19-lappui-du-pcc-au-pdg-face-a-la-pandemie/,positive,它证明了中国和Gabon之间自 1974 年以来的良好关系,
Gabon,,2020 年 6 月 22 日,Covid-19：Christian Nzengue，Gabon人在广州的回应,https://www.gabonreview.com/covid-19-christian-nzengue-un-gabonais-dans-la-riposte-a-guangzhou/,positive,他们适用于居住在该国的所有公民，中国人和外国人，这是有效的，保护了每个人,
Gabon,,2020 年 5 月 19 日,Covid-19筛查：体育馆变成了实验室,gabonreview.com/depistage-du-covid-19-le-palais-des-sports-transforme-en-laboratoire/,positive,这要归功于Gabon的国际合作伙伴，尤其是中国。,
Gabon,,2020 年 5 月 18 日,Covid-19：Gabon民主党和 中国共产党讨论“流行病时期的领导力”,https://www.gabonreview.com/covid-19-le-pdg-et-le-pcc-echangent-sur-le-leadership-en-temps-epidemique/,positive,这些举措证明了中国和Gabon之间自 1974 年以来的良好双边关系,
Gabon,,2020 年 3 月 19 日,Covid-19：两个新病例的症状消退,https://www.gabonreview.com/covid-19-regression-des-symptomes-chez-les-deux-nouveaux-cas/,positive,这些措施已在其他国家（尤其是中国）证明了其有效性,
Gabon,,2020 年 3 月 17 日,冠状病毒：Gabon将使用中国的治疗方案,https://www.gabonreview.com/coronavirus-le-gabon-utilisera-les-protocoles-therapeutiques-de-la-chine/,positive,中国和Gabon之间的“积极合作”感到满意,
Gabon,,2021 年 5 月 10 日,国药疫苗获批：“Gabon做出了正确的选择”,https://www.gabonreview.com/homologation-du-vaccin-sinopharm-le-gabon-a-su-faire-de-bons-choix/,positive,当我们的合作伙伴向我们提供该疫苗的所有技术支持时，我们能够信任他们。,
Gabon,,2021 年 3 月 14 日,中国疫苗到货：阿里邦戈和部长们会开球吗？,https://www.gabonreview.com/arrivee-des-vaccins-chinois-ali-bongo-et-les-ministres-ouvriront-ils-le-bal/,middle,,
Gabon,Islamic Republic News Agency (IRNA)（伊斯兰共和国通讯社）,2022 年 12 月 23 日,Amirabdollahian 询问 IRI 驻华大使的健康状况,https://en.irna.ir/news/84977904/Amirabdollahian-asks-about-health-of-IRI-ambassador-in-China,positive,感谢中方在这方面提供的帮助,4612 km
Gabon,,2022 年 9 月 17 日,中国是上合组织的重要成员：伊朗spox,https://en.irna.ir/news/84889836/China-is-an-important-member-of-SCO-Iran-spox,positive,中国在遏制 COVID-19 大流行方面有很好的经验,
Gabon,,2022 年 1 月 14 日,伊朗与中国呼吁扩大双边关系,https://en.irna.ir/news/84613112/Iran-China-call-for-broadening-of-bilateral-ties,positive,Amirabdollahian 赞扬中国在提供超过 1.1 亿剂 COVID-19 疫苗方面的建设性合作,
Gabon,,2021 年 10 月 1 日,中国 77 国集团强调确保普遍、公平地获得 Covid-19 疫苗,https://en.irna.ir/news/84489666/The-Group-of-77-China-stress-ensuring-universal-equitable-access,positive,77 国集团成员和中国团结一致支持,
Gabon,,2021 年 9 月 11 日,伊朗进口第 50 批 COVID-19 疫苗,https://en.irna.ir/news/84466861/Iran-imports-50th-batch-of-COVID-19-vaccine,middle,,
Gabon,,2021 年 8 月 28 日,广东在伊中关系中发挥重要作用：伊朗领事,https://en.irna.ir/news/84451819/Guangdong-plays-important-role-in-Iran-China-ties-Iranian-consul,middle,,
Gabon,,2021 年 8 月 19 日,COVID-19 疫苗进口量超过 1700 万剂,https://en.irna.ir/news/84442277/COVID-19-vaccine-import-exceeds-17m-doses,donate,,
Gabon,,2021 年 8 月 17 日,第 4 批中国 COVID-19 疫苗抵达伊朗,https://en.irna.ir/news/84440123/4th-consignment-of-Chinese-COVID-19-vaccines-arrives-in-Iran,donate,,
Gabon,,2021 年 8 月 17 日,半个世纪的合作，巩固伊中关系的功劳,https://en.irna.ir/news/84439866/Half-century-cooperation-credit-for-reinforcing-Iran-China-ties,positive,在 COVID-19 大流行病爆发后，中国和伊朗风雨同舟，携手并进,
Gabon,,2021 年 4 月 15 日,40 万剂 Sinopharm COVID-19 疫苗抵达伊朗：官方,https://en.irna.ir/news/84296785/400k-doses-of-Sinopharm-COVID-19-vaccine-arrives-in-Iran-Official,donate,,
Gabon,,2021 年 3 月 29 日,伊朗与中国合作抗击 COVID-19：官方,https://en.irna.ir/news/84278224/Iran-China-to-cooperate-on-fighting-COVID-19-official,positive,,
Gabon,,2021 年 2 月 28 日,伊朗感谢中国捐赠 COVID-19 疫苗,https://en.irna.ir/news/84246412/Iran-appreciates-China-for-donating-COVID-19-vaccine,positive,伊朗外交部发言人赛义德·哈提卜扎德周日感谢中国捐赠了 25 万剂 COVID-19 疫苗,
Gabon,,2021 年 2 月 12 日,伊朗权衡进口印度、中国疫苗：官方,https://en.irna.ir/news/84226688/Iran-weighing-import-of-Indian-Chinese-vaccines-Official,middle,,
Gabon,,2021 年 1 月 25 日,伊朗与中国强调继续合作抗击 COVID-19,https://en.irna.ir/news/84198774/Iran-China-stress-continuation-of-cooperation-in-fighting-COVID-19,positive,,
Gabon,,2021 年 1 月 1 日,伊朗外交官称国际合作是对抗 COVID19 的唯一途径,https://en.irna.ir/news/84169672/Iranian-diplomat-terms-int-l-cooperation-as-only-way-to-fight,positive,他感谢中国人民和四川汇利国贸等企业提供的援助,
Gabon,,2020 年 10 月 5 日,美国活动家：受制裁??国家比美国更好地控制 COVID-19,https://en.irna.ir/news/84065887/American-activist-Sanctioned-countries-contain-COVID-19-better,positive,中国在发现冠状病毒的“DNA”结构时采取了很好的行动,
Gabon,,2020 年 8 月 26 日,中国特使:最欢迎伊朗加入中巴经济走廊,https://en.irna.ir/news/84017385/Iran-most-welcome-to-join-CPEC-Chinese-envoy,middle,,
Gabon,,2020 年 8 月 20 日,特使:中国抗冠状病毒模式“最适合”伊朗,https://en.irna.ir/news/83915584/Chinese-model-of-fighting-coronavirus-best-for-Iran-Envoy,positive,伊朗驻北京大使周四表示，中国是成功遏制冠状病毒的典型例子，伊朗可以采用中国的最佳方法来控制这种可能致命的疾病。,
Gabon,,2020 年 6 月 24 日,扎里夫：伊朗与中国强调加强战略关系,https://en.irna.ir/news/83832930/Zarif-Iran-China-stress-reinforcing-strategic-ties,positive,扎里夫赞扬了中国在抗击 COVID-19 方面的成功表现,
Gabon,,2020 年 5 月 20 日,中国官员呼吁中伊妇女合作,https://en.irna.ir/news/83794957/China-official-calls-for-cooperation-of-Chinese-Iranian-women,middle,,
Gabon,,2020 年 5 月 20 日,特使：德黑兰准备加强与北京的文化联系,https://en.irna.ir/news/83794424/Envoy-Tehran-ready-to-reinforce-cultural-ties-with-Beijing,positive,尽管美国严厉制裁，伊朗还是为中国人送了一些口罩,
Gabon,,2020 年 5 月 17 日,伊朗英语日报 5 月 17 日的头条新闻,https://en.irna.ir/news/83789868/Headlines-in-Iranian-English-language-dailies-on-May-17,positive,伊朗：美国针对中国的 COVID-19 索赔旨在转移对其无能的注意力,
Gabon,,2020 年 5 月 13 日,特朗普使用失败的共和党剧本搞砸了压力机,https://en.irna.ir/news/83786698/Trump-screws-up-presser-using-failed-GOP-playbook,middle,,
Gabon,,2020 年 5 月 13 日,优先考虑人权有助于中国战胜 COVID-19：专家,https://en.irna.ir/news/83786629/Prioritizing-human-rights-helps-China-defeat-COVID-19-Experts,middle,,
Gabon,,2020 年 4 月 19 日,广州第二批医疗物资运抵伊朗西北部,https://en.irna.ir/news/83757194/Guangzhou-2nd-medical-shipment-delivered-to-NW-Iran,donate,,
Gabon,,2020 年 4 月 16 日,扎里夫赞扬中国对伊朗的抗疫援助,https://en.irna.ir/news/83752822/Zarif-lauds-China-anti-COVID19-aid-to-Iran,positive,他补充说，伊朗人肯定会称赞中国人民的援助。,
Gabon,,2020 年 4 月 11 日,中国电视台称制裁加剧了伊朗的冠状病毒危机,https://en.irna.ir/news/83746643/China-TV-says-sanctions-aggravate-coronavirus-crisis-in-Iran,middle,,
Gabon,,2020 年 4 月 9 日,中国专家对巴基斯坦冠状病毒增加表示担忧,https://en.irna.ir/news/83744661/Chinese-expert-voices-concern-over-increasing-coronavirus-in,middle,,
Gabon,,2020 年 4 月 6 日,中国官员希望在冠状病毒感染后扩大中国与伊朗的关系,https://en.irna.ir/news/83741056/Chinese-official-hopes-expansion-of-China-and-Iran-ties-after,middle,,
Gabon,,2020 年 4 月 5 日,伊朗在抗击冠状病毒运动中支持中国,https://en.irna.ir/news/83738912/Iran-standing-by-China-in-anti-coronavirus-campaign,positive,伊朗将始终与中国站在一起，共同抗击致命的冠状病毒的爆发。,
